Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8J5S533	unreviewed	A0A8J5S533_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0002g23850	Zizania palustris (Northern wild rice)	549
A0A8J5S8F8	unreviewed	A0A8J5S8F8_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g44100	Zizania palustris (Northern wild rice)	563
A0A8J5SAX3	unreviewed	A0A8J5SAX3_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0002g23531	Zizania palustris (Northern wild rice)	575
A0A8J5SCV7	unreviewed	A0A8J5SCV7_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g44946	Zizania palustris (Northern wild rice)	551
A0A8J5SD39	unreviewed	A0A8J5SD39_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g45224	Zizania palustris (Northern wild rice)	466
A0A8J5SE91	unreviewed	A0A8J5SE91_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g43292	Zizania palustris (Northern wild rice)	477
A0A8J5STD5	unreviewed	A0A8J5STD5_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0004g39950	Zizania palustris (Northern wild rice)	328
A0A8J5SZY0	unreviewed	A0A8J5SZY0_ZIZPA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	GUJ93_ZPchr0007g5016	Zizania palustris (Northern wild rice)	656
A0A8J5T2M5	unreviewed	A0A8J5T2M5_ZIZPA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	GUJ93_ZPchr0005g15208	Zizania palustris (Northern wild rice)	728
A0A8J5T3L0	unreviewed	A0A8J5T3L0_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g44946	Zizania palustris (Northern wild rice)	447
A0A8J5T693	unreviewed	A0A8J5T693_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g42023	Zizania palustris (Northern wild rice)	419
A0A8J5T6G3	unreviewed	A0A8J5T6G3_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0005g15624	Zizania palustris (Northern wild rice)	717
A0A8J5T7Y8	unreviewed	A0A8J5T7Y8_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0018g11327	Zizania palustris (Northern wild rice)	679
A0A8J5TFH1	unreviewed	A0A8J5TFH1_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g41979	Zizania palustris (Northern wild rice)	555
A0A8J5TKN7	unreviewed	A0A8J5TKN7_ZIZPA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	GUJ93_ZPchr0014g47200	Zizania palustris (Northern wild rice)	559
A0A8J5UZY4	unreviewed	A0A8J5UZY4_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0458g22309	Zizania palustris (Northern wild rice)	517
A0A8J5V902	unreviewed	A0A8J5V902_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0001g29248	Zizania palustris (Northern wild rice)	490
A0A8J5VDD1	unreviewed	A0A8J5VDD1_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0001g29248	Zizania palustris (Northern wild rice)	537
A0A8J5VFY4	unreviewed	A0A8J5VFY4_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0008g12345	Zizania palustris (Northern wild rice)	553
A0A8J5VHH2	unreviewed	A0A8J5VHH2_ZIZPA	Acetate--CoA ligase	GUJ93_ZPchr0006g43687	Zizania palustris (Northern wild rice)	705
A0A8J5VM32	unreviewed	A0A8J5VM32_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0009g1247	Zizania palustris (Northern wild rice)	727
A0A8J5VNR4	unreviewed	A0A8J5VNR4_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0001g33098	Zizania palustris (Northern wild rice)	559
A0A8J5VTL3	unreviewed	A0A8J5VTL3_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0001g33098	Zizania palustris (Northern wild rice)	520
A0A8J5VU75	unreviewed	A0A8J5VU75_ZIZPA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	GUJ93_ZPchr0001g30418	Zizania palustris (Northern wild rice)	659
A0A8J5VW31	unreviewed	A0A8J5VW31_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0003g17341	Zizania palustris (Northern wild rice)	732
A0A8J5VX17	unreviewed	A0A8J5VX17_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0003g17341	Zizania palustris (Northern wild rice)	643
A0A8J5VYW1	unreviewed	A0A8J5VYW1_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0007g3850	Zizania palustris (Northern wild rice)	355
A0A8J5VZV9	unreviewed	A0A8J5VZV9_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0004g39523	Zizania palustris (Northern wild rice)	556
A0A8J5W041	unreviewed	A0A8J5W041_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0004g40002	Zizania palustris (Northern wild rice)	517
A0A8J5W1M0	unreviewed	A0A8J5W1M0_ZIZPA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	GUJ93_ZPchr0006g43687	Zizania palustris (Northern wild rice)	559
A0A8J5W2H3	unreviewed	A0A8J5W2H3_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0006g44811	Zizania palustris (Northern wild rice)	514
A0A8J5WDQ0	unreviewed	A0A8J5WDQ0_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28808	Zizania palustris (Northern wild rice)	877
A0A8J5WEV3	unreviewed	A0A8J5WEV3_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28940	Zizania palustris (Northern wild rice)	546
A0A8J5WEY1	unreviewed	A0A8J5WEY1_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0010g7480	Zizania palustris (Northern wild rice)	465
A0A8J5WHH0	unreviewed	A0A8J5WHH0_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28940	Zizania palustris (Northern wild rice)	506
A0A8J5WJ00	unreviewed	A0A8J5WJ00_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g27407	Zizania palustris (Northern wild rice)	569
A0A8J5WJT0	unreviewed	A0A8J5WJT0_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28940	Zizania palustris (Northern wild rice)	409
A0A8J5WRH0	unreviewed	A0A8J5WRH0_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0013g35352	Zizania palustris (Northern wild rice)	567
A0A8J5WUW6	unreviewed	A0A8J5WUW6_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0013g34942	Zizania palustris (Northern wild rice)	553
A0A8J5WVJ5	unreviewed	A0A8J5WVJ5_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0013g35352	Zizania palustris (Northern wild rice)	476
A0A8J5X0B1	unreviewed	A0A8J5X0B1_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0013g38016	Zizania palustris (Northern wild rice)	618
A0A8J6BDF0	unreviewed	A0A8J6BDF0_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0010g11208	Zizania palustris (Northern wild rice)	627
A0A8J6BLV7	unreviewed	A0A8J6BLV7_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28940	Zizania palustris (Northern wild rice)	548
A0A8J6BM75	unreviewed	A0A8J6BM75_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0010g11208	Zizania palustris (Northern wild rice)	488
A0A8J6BPQ9	unreviewed	A0A8J6BPQ9_ZIZPA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	GUJ93_ZPchr0011g27568	Zizania palustris (Northern wild rice)	687
A0A8J6BQG2	unreviewed	A0A8J6BQG2_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28944	Zizania palustris (Northern wild rice)	382
A0A8J6BSV8	unreviewed	A0A8J6BSV8_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0011g28940	Zizania palustris (Northern wild rice)	561
A0A8J6C029	unreviewed	A0A8J6C029_ZIZPA	4-coumarate--CoA ligase (EC 6.2.1.12)	GUJ93_ZPchr0013g36567	Zizania palustris (Northern wild rice)	470
A0A8J8XDW4	unreviewed	A0A8J8XDW4_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	ZEAMMB73_Zm00001d043376 Zm00014a_026473	Zea mays (Maize)	316
A0A8J8XNM5	unreviewed	A0A8J8XNM5_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE5_1 Zm00014a_034794	Zea mays (Maize)	600
A0A8J8XS63	unreviewed	A0A8J8XS63_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	OsJ_10547	Oryza sativa subsp. japonica (Rice)	567
A0A8J8Y1Q8	unreviewed	A0A8J8Y1Q8_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE1_2 Zm00014a_012428	Zea mays (Maize)	559
A0A8J8Y7U1	unreviewed	A0A8J8Y7U1_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	OsJ_13020	Oryza sativa subsp. japonica (Rice)	730
A0A8K0HXK3	unreviewed	A0A8K0HXK3_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_02G002980	Cocos nucifera (Coconut palm)	1227
A0A8K0I1B5	unreviewed	A0A8K0I1B5_COCNU	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	COCNU_02G016160	Cocos nucifera (Coconut palm)	639
A0A8K0I1C3	unreviewed	A0A8K0I1C3_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_02G019940	Cocos nucifera (Coconut palm)	557
A0A8K0I4B1	unreviewed	A0A8K0I4B1_COCNU	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	COCNU_03G013180	Cocos nucifera (Coconut palm)	655
A0A8K0IC38	unreviewed	A0A8K0IC38_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_06G014120	Cocos nucifera (Coconut palm)	730
A0A8K0IFG7	unreviewed	A0A8K0IFG7_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_07G003350	Cocos nucifera (Coconut palm)	547
A0A8K0II64	unreviewed	A0A8K0II64_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_08G005380	Cocos nucifera (Coconut palm)	805
A0A8K0IKS5	unreviewed	A0A8K0IKS5_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_10G002200	Cocos nucifera (Coconut palm)	492
A0A8K0IKX2	unreviewed	A0A8K0IKX2_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_09G008190	Cocos nucifera (Coconut palm)	479
A0A8K0IKX9	unreviewed	A0A8K0IKX9_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_09G007640	Cocos nucifera (Coconut palm)	520
A0A8K0IRV6	unreviewed	A0A8K0IRV6_COCNU	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	COCNU_12G004460	Cocos nucifera (Coconut palm)	714
A0A8K0MV21	unreviewed	A0A8K0MV21_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_01G011830	Cocos nucifera (Coconut palm)	2404
A0A8K0N0R5	unreviewed	A0A8K0N0R5_COCNU	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	COCNU_04G011320	Cocos nucifera (Coconut palm)	693
A0A8K0N881	unreviewed	A0A8K0N881_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_09G008890	Cocos nucifera (Coconut palm)	992
A0A8K0NDM3	unreviewed	A0A8K0NDM3_COCNU	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	COCNU_15G006370	Cocos nucifera (Coconut palm)	765
A0A8K0NDX4	unreviewed	A0A8K0NDX4_COCNU	4-coumarate--CoA ligase (EC 6.2.1.12)	COCNU_15G002140	Cocos nucifera (Coconut palm)	697
A0A8N4EP85	unreviewed	A0A8N4EP85_ELAGV	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC105060652	Elaeis guineensis var. tenera (Oil palm)	1095
A0A8N4EU83	unreviewed	A0A8N4EU83_ELAGV	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LOC105040700	Elaeis guineensis var. tenera (Oil palm)	625
A0A8N4EW11	unreviewed	A0A8N4EW11_ELAGV	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC105060652	Elaeis guineensis var. tenera (Oil palm)	1075
A0A8N4EW52	unreviewed	A0A8N4EW52_ELAGV	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC105044100	Elaeis guineensis var. tenera (Oil palm)	632
A0A8N4F158	unreviewed	A0A8N4F158_ELAGV	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC105039209	Elaeis guineensis var. tenera (Oil palm)	588
A0A8N4FA24	unreviewed	A0A8N4FA24_ELAGV	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC105054837	Elaeis guineensis var. tenera (Oil palm)	527
A0A8N4IEA4	unreviewed	A0A8N4IEA4_ELAGV	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC105047362	Elaeis guineensis var. tenera (Oil palm)	542
A0A8R7JX35	unreviewed	A0A8R7JX35_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	447
A0A8R7NZA8	unreviewed	A0A8R7NZA8_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	670
A0A8R7PF42	unreviewed	A0A8R7PF42_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	378
A0A8R7PFN9	unreviewed	A0A8R7PFN9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	468
A0A8R7PLF8	unreviewed	A0A8R7PLF8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	558
A0A8R7Q8X3	unreviewed	A0A8R7Q8X3_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	567
A0A8R7QAX6	unreviewed	A0A8R7QAX6_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	656
A0A8R7QDE5	unreviewed	A0A8R7QDE5_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	374
A0A8R7QEB1	unreviewed	A0A8R7QEB1_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	290
A0A8R7QKG8	unreviewed	A0A8R7QKG8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	552
A0A8R7QMV8	unreviewed	A0A8R7QMV8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	583
A0A8R7QUI5	unreviewed	A0A8R7QUI5_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	597
A0A8R7QVY7	unreviewed	A0A8R7QVY7_TRIUA	Acetate--CoA ligase		Triticum urartu (Red wild einkorn) (Crithodium urartu)	705
A0A8R7QXP7	unreviewed	A0A8R7QXP7_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1124
A0A8R7QYB9	unreviewed	A0A8R7QYB9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1149
A0A8R7QYT0	unreviewed	A0A8R7QYT0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	423
A0A8R7R0M5	unreviewed	A0A8R7R0M5_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	353
A0A8R7R416	unreviewed	A0A8R7R416_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	549
A0A8R7R7Y4	unreviewed	A0A8R7R7Y4_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	626
A0A8R7R9Z0	unreviewed	A0A8R7R9Z0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	557
A0A8R7RAG9	unreviewed	A0A8R7RAG9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	631
A0A8R7RCU1	unreviewed	A0A8R7RCU1_TRIUA	Acetate--CoA ligase		Triticum urartu (Red wild einkorn) (Crithodium urartu)	683
A0A8R7RH83	unreviewed	A0A8R7RH83_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	550
A0A8R7TEE2	unreviewed	A0A8R7TEE2_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	542
A0A8R7TIA6	unreviewed	A0A8R7TIA6_TRIUA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	559
A0A8R7TIH1	unreviewed	A0A8R7TIH1_TRIUA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	734
A0A8R7TK23	unreviewed	A0A8R7TK23_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	452
A0A8R7TPC8	unreviewed	A0A8R7TPC8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	545
A0A8R7TV74	unreviewed	A0A8R7TV74_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	620
A0A8R7TVT3	unreviewed	A0A8R7TVT3_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	658
A0A8R7TWL2	unreviewed	A0A8R7TWL2_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	429
A0A8R7TXC0	unreviewed	A0A8R7TXC0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	655
A0A8R7U3F0	unreviewed	A0A8R7U3F0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	548
A0A8R7U5C6	unreviewed	A0A8R7U5C6_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	519
A0A8R7U661	unreviewed	A0A8R7U661_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	633
A0A8R7U6J1	unreviewed	A0A8R7U6J1_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	392
A0A8R7U905	unreviewed	A0A8R7U905_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	567
A0A8R7U921	unreviewed	A0A8R7U921_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	579
A0A8R7UFN6	unreviewed	A0A8R7UFN6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	586
A0A8R7UH87	unreviewed	A0A8R7UH87_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	728
A0A8R7UHR8	unreviewed	A0A8R7UHR8_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	702
A0A8R7UHW7	unreviewed	A0A8R7UHW7_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	683
A0A8R7UL43	unreviewed	A0A8R7UL43_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	478
A0A8R7ULA6	unreviewed	A0A8R7ULA6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	558
A0A8R7UM46	unreviewed	A0A8R7UM46_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	241
A0A8R7UND6	unreviewed	A0A8R7UND6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	546
A0A8R7UP72	unreviewed	A0A8R7UP72_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	729
A0A8R7USR6	unreviewed	A0A8R7USR6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	222
A0A8R7UT75	unreviewed	A0A8R7UT75_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	567
A0A8R7UXG3	unreviewed	A0A8R7UXG3_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	573
A0A8R7UXH6	unreviewed	A0A8R7UXH6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1124
A0A8R7UY98	unreviewed	A0A8R7UY98_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1133
A0A8R7UYR5	unreviewed	A0A8R7UYR5_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	729
A0A8R7UZ49	unreviewed	A0A8R7UZ49_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1148
A0A8R7V047	unreviewed	A0A8R7V047_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1198
A0A8R7V053	unreviewed	A0A8R7V053_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	650
A0A8R7V0A6	unreviewed	A0A8R7V0A6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	701
A0A8R7V0I4	unreviewed	A0A8R7V0I4_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	573
A0A8R7V1X0	unreviewed	A0A8R7V1X0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1134
A0A8R7V2G0	unreviewed	A0A8R7V2G0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	1118
A0A8R7V2X0	unreviewed	A0A8R7V2X0_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	726
A0A8R7V3S5	unreviewed	A0A8R7V3S5_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	555
A0A8R7VB68	unreviewed	A0A8R7VB68_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	698
A0A8R7VGY7	unreviewed	A0A8R7VGY7_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum urartu (Red wild einkorn) (Crithodium urartu)	314
A0A8T0MC42	unreviewed	A0A8T0MC42_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG066137	Panicum virgatum (Blackwell switchgrass)	731
A0A8T0MCP8	unreviewed	A0A8T0MCP8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG006800	Panicum virgatum (Blackwell switchgrass)	856
A0A8T0MCY4	unreviewed	A0A8T0MCY4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG066137	Panicum virgatum (Blackwell switchgrass)	661
A0A8T0MLB8	unreviewed	A0A8T0MLB8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG231500	Panicum virgatum (Blackwell switchgrass)	549
A0A8T0MXW7	unreviewed	A0A8T0MXW7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG677900	Panicum virgatum (Blackwell switchgrass)	573
A0A8T0N2N3	unreviewed	A0A8T0N2N3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG812900	Panicum virgatum (Blackwell switchgrass)	468
A0A8T0N2P1	unreviewed	A0A8T0N2P1_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG677900	Panicum virgatum (Blackwell switchgrass)	475
A0A8T0N2P3	unreviewed	A0A8T0N2P3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG756500	Panicum virgatum (Blackwell switchgrass)	449
A0A8T0N3I4	unreviewed	A0A8T0N3I4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG744300	Panicum virgatum (Blackwell switchgrass)	485
A0A8T0N3L8	unreviewed	A0A8T0N3L8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG758977	Panicum virgatum (Blackwell switchgrass)	581
A0A8T0N5P7	unreviewed	A0A8T0N5P7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG744300	Panicum virgatum (Blackwell switchgrass)	553
